x y z
9 8 60
10 8 60
11 8 60
12 8 60
13 8 60
14 8 60
15 8 60
16 8 60
17 8 60
18 8 60
19 8 60
20 8 60
21 8 60
22 8 60
23 8 60
24 8 60
25 8 60
26 8 60
27 8 60
28 8 60
29 8 60
30 8 60
31 8 60
32 8 60
33 8 60
34 8 60
35 8 60
36 8 60
37 8 60
38 8 60
39 8 60
40 8 60
41 8 60
42 8 60
43 8 60
44 8 60
45 8 60
46 8 60
47 8 60
48 8 60
49 8 60
50 8 60

0 9 60
1 9 60
2 9 60
3 9 60
4 9 60
5 9 60
6 9 60
7 9 60
8 9 60
9 9 60
10 9 60
11 9 60
12 9 60
13 9 60
14 9 60
15 9 60
16 9 60
17 9 60
18 9 60
19 9 60
20 9 60
21 9 60
22 9 60
23 9 60
24 9 60
25 9 60
26 9 60
27 9 60
28 9 60
29 9 60
30 9 60
31 9 60
32 9 60
33 9 60
34 9 60
35 9 60
36 9 60
37 9 60
38 9 60
39 9 60
40 9 60
41 9 60
42 9 60
43 9 60
44 9 60
45 9 60
46 9 60
47 9 60
48 9 60
49 9 60
50 9 60

0 10 60
1 10 60
2 10 60
3 10 60
4 10 60
5 10 60
6 10 60
7 10 60
8 10 60
9 10 60
10 10 60
11 10 60
12 10 60
13 10 60
14 10 60
15 10 60
16 10 60
17 10 60
18 10 60
19 10 60
20 10 60
21 10 60
22 10 60
23 10 60
24 10 60
25 10 60
26 10 60
27 10 60
28 10 60
29 10 60
30 10 60
31 10 60
32 10 60
33 10 60
34 10 60
35 10 60
36 10 60
37 10 60
38 10 60
39 10 60
40 10 60
41 10 60
42 10 60
43 10 60
44 10 60
45 10 60
46 10 60
47 10 60
48 10 60
49 10 60
50 10 60

0 11 60
1 11 60
2 11 60
3 11 60
4 11 60
5 11 60
6 11 60
7 11 60
8 11 60
9 11 60
10 11 60
11 11 60
12 11 60
13 11 60
14 11 60
15 11 60
16 11 60
17 11 60
18 11 60
19 11 60
20 11 60
21 11 60
22 11 60
23 11 60
24 11 60
25 11 60
26 11 60
27 11 60
28 11 60
29 11 60
30 11 60
31 11 60
32 11 60
33 11 60
34 11 60
35 11 60
36 11 60
37 11 60
38 11 60
39 11 60
40 11 60
41 11 60
42 11 60
43 11 60
44 11 60
45 11 60
46 11 60
47 11 60
48 11 60
49 11 60
50 11 60

0 12 60
1 12 60
2 12 60
3 12 60
4 12 60
5 12 60
6 12 60
7 12 60
8 12 60
9 12 60
10 12 60
11 12 60
12 12 60
13 12 60
14 12 60
15 12 60
16 12 60
17 12 60
18 12 60
19 12 60
20 12 60
21 12 60
22 12 60
23 12 60
24 12 60
25 12 60
26 12 60
27 12 60
28 12 60
29 12 60
30 12 60
31 12 60
32 12 60
33 12 60
34 12 60
35 12 60
36 12 60
37 12 60
38 12 60
39 12 60
40 12 60
41 12 60
42 12 60
43 12 60
44 12 60
45 12 60
46 12 60
47 12 60
48 12 60
49 12 60
50 12 60

0 13 60
1 13 60
2 13 60
3 13 60
4 13 60
5 13 60
6 13 60
7 13 60
8 13 60
9 13 60
10 13 60
11 13 60
12 13 60
13 13 60
14 13 60
15 13 60
16 13 60
17 13 60
18 13 60
19 13 60
20 13 60
21 13 60
22 13 60
23 13 60
24 13 60
25 13 60
26 13 60
27 13 60
28 13 60
29 13 60
30 13 60
31 13 60
32 13 60
33 13 60
34 13 60
35 13 60
36 13 60
37 13 60
38 13 60
39 13 60
40 13 60
41 13 60
42 13 60
43 13 60
44 13 60
45 13 60
46 13 60
47 13 60
48 13 60
49 13 60
50 13 60

0 14 60
1 14 60
2 14 60
3 14 60
4 14 60
5 14 60
6 14 60
7 14 60
8 14 60
9 14 60
10 14 60
11 14 60
12 14 60
13 14 60
14 14 60
15 14 60
16 14 60
17 14 60
18 14 60
19 14 60
20 14 60
21 14 60
22 14 60
23 14 60
24 14 60
25 14 60
26 14 60
27 14 60
28 14 60
29 14 60
30 14 60
31 14 60
32 14 60
33 14 60
34 14 60
35 14 60
36 14 60
37 14 60
38 14 60
39 14 60
40 14 60
41 14 60
42 14 60
43 14 60
44 14 60
45 14 60
46 14 60
47 14 60
48 14 60
49 14 60
50 14 60

0 15 60
1 15 60
2 15 60
3 15 60
4 15 60
5 15 60
6 15 60
7 15 60
8 15 60
9 15 60
10 15 60
11 15 60
12 15 60
13 15 60
14 15 60
15 15 60
16 15 60
17 15 60
18 15 60
19 15 60
20 15 60
21 15 60
22 15 60
23 15 60
24 15 60
25 15 60
26 15 60
27 15 60
28 15 60
29 15 60
30 15 60
31 15 60
32 15 60
33 15 60
34 15 60
35 15 60
36 15 60
37 15 60
38 15 60
39 15 60
40 15 60
41 15 60
42 15 60
43 15 60
44 15 60
45 15 60
46 15 60
47 15 60
48 15 60
49 15 60
50 15 60

